filename,Crack,Red-Dots,Toothmark
segmented_698.png,0.0,1.0,1.0
segmented_699.png,1.0,0.0,1.0
segmented_700.png,0.0,0.0,1.0
segmented_701.png,0.0,0.0,1.0
segmented_702.png,0.0,1.0,1.0
segmented_703.png,1.0,0.0,0.0
segmented_704.png,1.0,1.0,1.0
segmented_705.png,0.0,1.0,0.0
segmented_706.png,1.0,1.0,1.0
segmented_707.png,0.0,0.0,1.0
segmented_708.png,1.0,0.0,0.0
segmented_709.png,0.0,1.0,0.0
segmented_710.png,0.0,1.0,1.0
segmented_711.png,1.0,1.0,1.0
segmented_712.png,0.0,0.0,0.0
segmented_713.png,0.0,0.0,1.0
segmented_714.png,0.0,1.0,1.0
segmented_715.png,0.0,1.0,1.0
segmented_716.png,0.0,0.0,1.0
segmented_717.png,1.0,0.0,1.0
segmented_718.png,1.0,0.0,1.0
segmented_719.png,0.0,1.0,1.0
segmented_720.png,0.0,0.0,0.0
segmented_721.png,1.0,1.0,1.0
segmented_722.png,0.0,0.0,1.0
segmented_723.png,1.0,0.0,1.0
segmented_724.png,1.0,1.0,0.0
segmented_725.png,1.0,1.0,1.0
segmented_726.png,0.0,0.0,0.0
segmented_727.png,0.0,0.0,0.0
segmented_728.png,1.0,1.0,1.0
segmented_729.png,1.0,0.0,1.0
segmented_730.png,1.0,0.0,0.0
segmented_731.png,0.0,1.0,1.0
segmented_732.png,0.0,1.0,1.0
segmented_733.png,1.0,0.0,0.0
segmented_734.png,1.0,0.0,1.0
segmented_735.png,1.0,1.0,1.0
segmented_736.png,1.0,0.0,0.0
segmented_737.png,0.0,1.0,1.0
segmented_738.png,0.0,0.0,1.0
segmented_739.png,1.0,1.0,1.0
segmented_740.png,1.0,1.0,0.0
segmented_741.png,1.0,0.0,1.0
segmented_742.png,1.0,1.0,1.0
segmented_743.png,0.0,1.0,1.0
segmented_744.png,0.0,1.0,1.0
segmented_745.png,1.0,1.0,1.0
